feature_name,importance,importance_percent,category,source,live_field,derivation,production_candidate,reason
V160,0.00265132,0.265132,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V161,0.0018682,0.18682,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V162,0.00165972,0.165972,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V163,0.00182347,0.182347,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V164,0.00168521,0.168521,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V165,0.00163527,0.163527,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V166,0.00108333,0.108333,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V167,0.00027891,0.027891,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V168,0.00115952,0.115952,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V169,0.00070628,0.070628,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V170,0.00095375,0.095375,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V171,0.00060686,0.060686,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V172,0.00089357,0.089357,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V173,0.0028031,0.28031,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V174,0.0055467,0.55467,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V175,0.00120845,0.120845,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V176,0.0010864,0.10864,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V177,0.00183151,0.183151,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V178,0.00124145,0.124145,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V179,0.00046488,0.046488,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V180,0.00076175,0.076175,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V181,0.00072034,0.072034,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V182,0.00093323,0.093323,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V183,0.00126385,0.126385,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V184,0.00092554,0.092554,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V185,0.00054451,0.054451,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V186,0.00095774,0.095774,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V187,0.00751405,0.751405,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V188,0.001154,0.1154,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V189,0.00124664,0.124665,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V190,0.00094553,0.094553,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V191,0.00258551,0.258551,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V192,0.00172854,0.172854,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V193,0.00162539,0.162539,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V194,0.00043466,0.043466,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V195,0.0001223,0.01223,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V196,0.00045745,0.045745,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V197,0.00192207,0.192207,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V198,0.00013565,0.013565,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V199,0.00600132,0.600132,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V200,0.00081119,0.081119,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V201,0.02305144,2.305144,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V202,0.00063466,0.063466,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V203,0.00078269,0.078269,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V204,0.00047936,0.047936,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V205,0.00131613,0.131613,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V206,0.0014356,0.14356,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V207,0.0011216,0.11216,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V208,0.00138703,0.138703,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V209,0.00049682,0.049682,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V210,0.00073531,0.073531,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V211,0.00071003,0.071003,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V212,0.00034745,0.034745,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V213,0.00043602,0.043602,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V214,0.00058895,0.058895,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V215,0.0005026,0.05026,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V216,0.00089827,0.089827,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V217,0.00089185,0.089185,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V218,0.00041971,0.041971,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V219,0.00090909,0.090909,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V220,0.00110309,0.110309,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V221,0.00052145,0.052145,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V222,0.00151591,0.151591,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V223,0.00163725,0.163725,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V224,0.00103324,0.103324,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V225,0.00118628,0.118628,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V226,0.00303206,0.303206,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V227,0.00031961,0.031961,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V228,0.00118461,0.118461,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V229,0.00075655,0.075655,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V230,0.00070291,0.070291,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V231,0.00119517,0.119517,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V232,0.00040481,0.040481,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V233,0.00082148,0.082148,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V234,0.0009509,0.09509,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V235,0.00056434,0.056434,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V236,0.00025193,0.025193,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V237,0.00029202,0.029202,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V238,0.0004318,0.04318,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V239,0.00056854,0.056854,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V240,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V241,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V242,0.00057293,0.057293,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V243,0.00230066,0.230066,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V244,0.00085918,0.085918,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V245,0.00088575,0.088575,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V246,0.00036145,0.036145,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V247,0.00118035,0.118035,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V248,0.00162448,0.162448,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V249,0.00040772,0.040772,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V250,0.0010973,0.10973,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V251,0.00088321,0.088321,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V252,0.00080022,0.080022,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V253,0.00137269,0.137269,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V254,0.00051879,0.051879,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V255,0.00057597,0.057597,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V256,0.00043744,0.043744,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V257,0.0866513,8.66513,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V258,0.10024981,10.024981,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V259,0.00065213,0.065213,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V260,0.00100674,0.100674,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V261,0.00146477,0.146477,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V262,0.00061093,0.061093,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
